symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
TURN,180 Degree Capital Corp.,7.28,-0.02,-0.27%,"27,585","55,859",75.521M,72.80,55859,75521000
SYPR,"Sypris Solutions, Inc.",3.5400,0.06,+1.72%,"159,923",4.028M,75.461M,37.66,4027999,75461000
ANPC,"AnPac Bio-Medical Science Co., Ltd.",6.73,0.03,+0.45%,"235,186",1.403M,75.385M,,1403000,75385000
MAXD,Max Sound Corporation,0.0114,-0.0017,-13.31%,413.308M,284.815M,75.056M,11.40,284815000,75056000
TRTC,Terra Tech Corp.,0.3896,0.0096,+2.53%,"591,561",3.204M,74.957M,,3204000,74957000
ACHV,"Achieve Life Sciences, Inc.",12.31,0.57,+4.81%,"51,853","311,280",74.939M,,311280,74939000
ADCOF,Adcore Inc.,1.3519,-0.0676,-4.76%,"13,637","40,029",74.804M,,40029,74804000
BMRA,"Biomerica, Inc.",6.35,0.25,+4.10%,"29,275","419,168",74.804M,,419168,74804000
ICCC,ImmuCell Corporation,10.36,-0.19,-1.76%,"9,919","50,620",74.759M,,50620,74759000
DOLLF,Dolly Varden Silver Corporation,0.5700,0.0099,+1.77%,"86,780","348,371",74.575M,,348371,74575000
SFOR,"StrikeForce Technologies, Inc.",0.1800,-0.005,-2.70%,6.786M,54.693M,74.552M,,54693000,74552000
SFOR,"StrikeForce Technologies, Inc.",0.1800,-0.005,-2.70%,6.786M,54.693M,74.552M,,54693000,74552000
NSUPF,Northern Superior Resources Inc.,1.1800,-0.01,-0.84%,"22,100","137,380",74.137M,,137380,74137000
SOLI,"Solei Systems, Inc.",0.3600,-0.04,-10.00%,501,"33,259",74.041M,,33259,74041000
ITP,"IT Tech Packaging, Inc.",0.7471,0.0505,+7.25%,6.584M,12.638M,73.939M,,12638000,73939000
CETY,"Clean Energy Technologies, Inc.",0.0940,0.002,+2.17%,"356,107",7.428M,73.561M,,7428000,73561000
FNHC,FedNat Holding Company,5.36,-0.3,-5.30%,"414,261","86,270",73.528M,,86270,73528000
ARHH,Assure Holdings Corp.,1.4900,-0.04,-2.61%,"20,440","44,865",73.507M,,44865,73507000
HUDI,"Huadi International Group Co., Ltd.",5.60,0.0,0.00%,"32,032","134,084",73.5M,,134084,73500000
BCAC,Brookline Capital Acquisition Corp.,9.87,-0.08,-0.78%,"6,193","28,253",73.397M,,28253,73397000
MMNGF,Metallic Minerals Corp.,0.5800,-0.0084,-1.43%,"38,198","170,623",73.34M,,170623,73340000
HQGE,HQ Global Education Inc.,0.0095,-0.0002,-1.55%,34.508M,147.71M,73.339M,0.02,147710000,73339000
SVBRF,Silver Bear Resources Plc,0.1143,-0.0057,-4.75%,"24,900","34,536",73.315M,,34536,73315000
HMTXF,Hemostemix Inc.,0.3210,0.0,0.00%,"3,000","116,407",73.204M,,116407,73204000
GRNV,GreenVision Acquisition Corp.,10.18,0.01,+0.06%,"35,048","127,791",73.142M,,127791,73142000
FCTI,"Fact, Inc.",1.0500,0.03,+2.94%,"1,600","55,040",73.045M,,55040,73045000
BKRRF,Blackrock Gold Corp.,0.5974,0.0115,+1.96%,"98,118","260,850",72.813M,,260850,72813000
SAENF,Solar Alliance Energy Inc.,0.3990,0.003,+0.76%,"16,880","475,072",72.582M,,475072,72582000
BLUW,Blue Water Acquisition Corp.,10.01,0.0,0.00%,819,"87,560",72.522M,,87560,72522000
EDSA,"Edesa Biotech, Inc.",5.50,0.25,+4.76%,"43,675","627,293",72.481M,,627293,72481000
MKTY,"Mechanical Technology, Incorporated",7.37,0.47,+6.87%,"14,400","92,633",72.426M,40.97,92633,72426000
NNA,Navios Maritime Acquisition Corporation,4.2200,0.09,+2.18%,"80,168","199,951",72.176M,1.60,199951,72176000
ROXIF,Caspian Sunrise plc,0.0300,0.0,0.00%,"15,500","42,953",72.158M,,42953,72158000
RSNVF,Reyna Silver Corp.,0.8100,-0.0139,-1.69%,"102,569","242,060",72.069M,,242060,72069000
FOXW,FoxWayne Enterprises Acquisition Corp.,9.95,-0.05,-0.50%,"71,016","194,650",72.013M,,194650,72013000
CHNR,"China Natural Resources, Inc.",1.8900,0.05,+2.72%,"414,163",1.842M,71.722M,,1842000,71722000
VCNX,"Vaccinex, Inc.",3.1900,0.11,+3.57%,"309,546",5.668M,71.41M,,5668000,71410000
BGI,Birks Group Inc.,3.9700,-0.14,-3.41%,"510,671",1.556M,71.344M,,1556000,71344000
ARHVF,Archer Limited,0.4830,0.0154,+3.29%,"6,147","30,461",71.331M,,30461,71331000
SRTS,"Sensus Healthcare, Inc.",4.3200,0.14,+3.35%,"46,927","517,190",71.219M,,517190,71219000
FCO,"Aberdeen Global Income Fund, Inc.",8.12,-0.03,-0.37%,"28,260","48,388",70.895M,,48388,70895000
HALL,"Hallmark Financial Services, Inc.",3.8900,0.08,+2.10%,"179,237","246,230",70.573M,,246230,70573000
MGLQF,Magna Gold Corp.,0.8000,0.0332,+4.33%,"33,259","27,569",70.567M,,27569,70567000
XERI,"Xeriant, Inc.",0.3120,0.0243,+8.43%,"154,094","767,526",70.475M,,767526,70475000
GRSLF,GR Silver Mining Ltd.,0.5501,0.0104,+1.93%,"33,081","149,700",70.46M,,149700,70460000
ANTE,AirNet Technology Inc.,3.9500,-0.24,-5.73%,1.132M,2.223M,70.292M,,2223000,70292000
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.90,0.3,+3.12%,"60,091","78,161",70.173M,,78161,70173000
GEG,"Great Elm Group, Inc.",2.6500,0.0,0.00%,"27,505","124,380",70.154M,,124380,70154000
BRPA,Big Rock Partners Acquisition Corp.,26.09,-0.6,-2.25%,"7,501","121,311",70.136M,,121311,70136000
CSU,Capital Senior Living Corporation,33.64,1.07,+3.29%,"15,441","50,272",70.126M,,50272,70126000
UURAF,Ucore Rare Metals Inc.,1.4800,0.0907,+6.53%,"75,999","189,245",69.914M,,189245,69914000
PHX,PHX Minerals Inc.,3.1150,-0.035,-1.11%,"23,676","190,591",69.883M,,190591,69883000
DTRC,Dakota Territory Resource Corp.,0.4600,0.0002,+0.04%,"5,802","42,740",69.869M,,42740,69869000
TBLT,"ToughBuilt Industries, Inc.",1.1311,-0.0089,-0.78%,1.21M,5.19M,69.859M,,5190000,69859000
TOMZ,"TOMI Environmental Solutions, Inc.",4.1600,0.01,+0.24%,"67,960","215,491",69.726M,11.49,215491,69726000
ALVOF,Alvopetro Energy Ltd.,0.6737,0.0056,+0.83%,805,"51,803",69.529M,35.46,51803,69529000
SONM,"Sonim Technologies, Inc.",1.0500,0.03,+2.94%,6.826M,2.575M,69.47M,,2575000,69470000
WHGDF,Whitehorse Gold Corp.,1.6400,-0.04,-2.38%,"30,495","81,299",69.464M,,81299,69464000
IRR,Voya Natural Resources Equity Income Fund,3.1050,0.025,+0.81%,"38,942","131,326",69.39M,,131326,69390000
CHEK,Check-Cap Ltd.,1.4999,0.1499,+11.10%,3.036M,19.72M,69.352M,,19720000,69352000
CLRO,"ClearOne, Inc.",3.6900,0.09,+2.50%,"40,241","108,766",69.249M,,108766,69249000
DPLS,"DarkPulse, Inc.",0.0169,-0.0005,-2.87%,26.386M,235.853M,69.1M,,235853000,69100000
VTNR,"Vertex Energy, Inc.",1.3839,0.0439,+3.28%,"858,571",3.856M,69.041M,,3856000,69041000
TKRFF,Tinka Resources Limited,0.1992,0.0042,+2.15%,"1,000","111,980",68.798M,,111980,68798000
CYRN,CYREN Ltd.,0.9197,0.0309,+3.48%,"823,628",2.402M,68.736M,,2402000,68736000
HERTF,Heritage Cannabis Holdings Corp.,0.1341,-0.0001,-0.07%,"30,116","269,392",68.592M,,269392,68592000
CYRN,CYREN Ltd.,0.9175,0.0287,+3.23%,"822,028",2.402M,68.572M,,2402000,68572000
HSTRF,Hollister Biosciences Inc.,0.3231,0.0033,+1.03%,"136,095","950,730",68.563M,,950730,68563000
WINT,"Windtree Therapeutics, Inc.",4.0500,-0.04,-0.98%,"24,633","48,593",68.532M,,48593,68532000
TLVLF,Minds + Machines Group Limited,0.0700,0.0,0.00%,"3,300","25,688",68.481M,17.50,25688,68481000
AZKLF,Aziana Limited,0.3250,-0.01,-2.99%,"68,920","510,816",68.13M,,510816,68130000
AGUNF,Arctic Glacier Income Fund,0.0110,0.0,0.00%,419,"485,597",68.074M,,485597,68074000
YGMZ,MingZhu Logistics Holdings Limited,5.51,0.11,+2.04%,1.336M,1.343M,68.071M,,1343000,68071000
AIHS,Senmiao Technology Limited,1.3800,0.07,+5.34%,"712,060",3.668M,67.997M,,3668000,67997000
HTY,John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund,6.23,0.05,+0.81%,"10,137","57,971",67.991M,,57971,67991000
VRDN,"Viridian Therapeutics, Inc.",17.36,-0.41,-2.29%,"4,066","69,146",67.857M,,69146,67857000
GKPRF,Gatekeeper Systems Inc.,0.7500,0.0068,+0.91%,"4,071","137,952",67.757M,,137952,67757000
TPHS,Trinity Place Holdings Inc.,2.1050,-0.095,-4.32%,"41,824","76,811",67.722M,4.04,76811,67722000
OVTZ,"Oculus VisionTech, Inc.",0.7826,0.0229,+3.02%,"29,170","363,726",67.709M,,363726,67709000
FPRGF,Falco Resources Ltd.,0.2933,-0.0367,-11.12%,"46,000","46,598",67.443M,,46598,67443000
PRED,"Predictive Technology Group, Inc.",0.2250,0.025,+12.50%,"349,603","193,410",67.364M,,193410,67364000
FSXLF,Fosterville South Exploration Ltd.,0.9757,-0.0143,-1.44%,"61,079","62,786",67.199M,,62786,67199000
NULGF,NuLegacy Gold Corporation,0.1102,0.0033,+3.09%,"238,574","682,440",67.149M,,682440,67149000
IOTC,"Iota Communications, Inc.",0.2285,-0.0322,-12.33%,"4,465","106,713",67.115M,,106713,67115000
BRFH,"Barfresh Food Group, Inc.",0.4500,0.0,0.00%,"1,710","107,238",67.1M,,107238,67099999
WDDMF,WeedMD Inc.,0.3215,-0.006,-1.83%,"187,410","424,394",67.042M,,424394,67042000
IKT,"Inhibikase Therapeutics, Inc.",6.64,-0.05,-0.75%,"136,571","286,703",67.031M,,286703,67031000
TESS,TESSCO Technologies Incorporated,7.59,0.21,+2.85%,"25,979","62,991",67.005M,,62991,67004999
FOSYF,Forsys Metals Corp.,0.4000,0.0,0.00%,"17,000","68,825",66.906M,,68825,66906000
FLOOF,Flower One Holdings Inc.,0.2437,0.0278,+12.88%,"570,783",1.031M,66.835M,,1030999,66834999
FEDU,Four Seasons Education (Cayman) Inc.,1.4400,0.1,+7.46%,"86,148","382,348",66.791M,19.46,382348,66791000
APDN,"Applied DNA Sciences, Inc.",8.93,0.23,+2.66%,"210,965",1.504M,66.746M,,1504000,66745999
ASPCF,Acerus Pharmaceuticals Corporation,0.0432,0.0032,+7.88%,"14,000","31,541",66.347M,,31541,66346999
HDSN,"Hudson Technologies, Inc.",1.5300,0.1,+6.99%,"163,663",1.24M,66.322M,,1240000,66322000
ATIF,ATIF Holdings Limited,1.2900,-0.01,-0.77%,1.719M,8.389M,66.258M,,8389000,66257999
SRAX,"SRAX, Inc.",4.1300,0.11,+2.74%,"173,377","814,590",66.19M,,814590,66190000
ARKR,Ark Restaurants Corp.,18.78,-0.22,-1.16%,"27,644","52,448",66.141M,,52448,66141000
FGPRQ,"Ferrellgas Partners, L.P.",0.6800,0.02,+3.03%,"92,385","416,061",66.064M,,416061,66063999
ATIXF,AnalytixInsight Inc.,0.8020,-0.008,-0.99%,"19,740","41,364",66.042M,,41364,66042000
WDLF,"Social Life Network, Inc.",0.0191,-0.002,-9.46%,95.63M,378.746M,66.013M,,378746000,66013000
AMPG,"AmpliTech Group, Inc.",10.60,0.2,+1.92%,"337,896","342,428",65.835M,,342428,65834999
GSUM,Gridsum Holding Inc.,1.8800,-0.01,-0.53%,"92,494","156,656",65.824M,,156656,65824000
ALIM,"Alimera Sciences, Inc.",11.38,2.11,+22.74%,"297,516","98,626",65.463M,,98626,65462999
ENVB,"Enveric Biosciences, Inc.",3.5678,-0.9722,-21.41%,11.156M,6.344M,65.421M,,6344000,65421000
PENMF,Peninsula Energy Limited,0.0800,0.0022,+2.89%,"612,005","635,385",65.342M,,635385,65342000
ALLIF,Alpha Lithium Corporation,0.5730,0.0018,+0.32%,"446,342",1.145M,65.334M,,1145000,65334000
WPG,Washington Prime Group Inc.,3.1350,-0.005,-0.16%,2.756M,2.08M,65.29M,,2080000,65290000
FUNFF,FansUnite Entertainment Inc.,0.9300,0.056,+6.41%,"500,911",1.862M,65.089M,,1862000,65089000
CGIX,"Cancer Genetics, Inc.",6.16,0.42,+7.32%,"514,846",2.15M,65.064M,,2150000,65063999
NUKK,Nukkleus Inc.,0.2820,0.052,+22.61%,"31,658","47,808",64.997M,,47808,64997000
ASRV,"AmeriServ Financial, Inc.",3.8036,0.0336,+0.89%,"5,513","130,506",64.89M,14.09,130506,64890000
BRQS,"Borqs Technologies, Inc.",1.4689,0.0589,+4.18%,1.821M,11.193M,64.842M,,11193000,64842000
PLUUF,Plateau Energy Metals Inc.,0.6290,0.031,+5.18%,"125,571","230,840",64.689M,,230840,64688999
INTEQ,Intelsat S.A.,0.4550,0.015,+3.41%,"387,311","983,366",64.676M,,983366,64676000
IVITF,Invictus MD Strategies Corp.,0.0518,0.003,+6.15%,"13,175","176,591",64.534M,,176591,64534000
PRT,PermRock Royalty Trust,5.29,0.13,+2.58%,"37,636","62,590",64.395M,22.33,62590,64394999
DWSN,Dawson Geophysical Company,2.7400,-0.31,-10.16%,"111,026","175,765",64.33M,,175765,64330000
HWCC,Houston Wire & Cable Company,3.8800,-0.02,-0.51%,"21,702","123,250",64.193M,,123250,64193000
GHSI,"Guardion Health Sciences, Inc.",2.6300,0.12,+4.78%,"546,537",5.819M,64.133M,,5819000,64132999
MGMLF,Maple Gold Mines Ltd.,0.1970,-0.0021,-1.03%,"95,939","371,713",64.058M,,371713,64058000
ALJJ,"ALJ Regional Holdings, Inc.",1.5100,0.1,+7.09%,"450,558",1.485M,63.905M,,1485000,63905000
BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,1.3600,0.01,+0.74%,"181,689",2.41M,63.884M,4.87,2410000,63884000
BMMJ,Body and Mind Inc.,0.5866,-0.0101,-1.69%,"14,050","218,395",63.843M,,218395,63843000
MBOT,Microbot Medical Inc.,8.95,0.46,+5.42%,"68,046","202,886",63.618M,,202886,63618000
CNSP,"CNS Pharmaceuticals, Inc.",2.5100,0.08,+3.29%,"122,804",2.736M,63.505M,,2736000,63505000
VOLT,"Volt Information Sciences, Inc.",2.9200,0.0443,+1.54%,"387,422","289,023",63.471M,,289023,63471000
CANN,General Cannabis Corp,1.0600,0.07,+7.07%,"144,397","631,361",63.429M,,631361,63429000
GENE,Genetic Technologies Limited,4.3700,0.05,+1.16%,"131,642",1.909M,63.308M,,1909000,63308000
FPAY,"FlexShopper, Inc.",2.9600,0.05,+1.72%,"46,290","474,333",63.273M,,474333,63273000
MNDO,MIND C.T.I. Ltd,3.1783,0.1083,+3.53%,"66,784","75,080",63.236M,11.77,75080,63236000
IMH,"Impac Mortgage Holdings, Inc.",2.9776,0.0776,+2.68%,"89,782","194,136",63.214M,,194136,63214000
SXOOF,St-Georges Eco-Mining Corp.,0.4819,-0.039,-7.48%,"890,347",1.011M,63.191M,,1010999,63191000
SOHO,Sotherly Hotels Inc.,4.2450,0.165,+4.04%,"124,993","155,518",63.171M,,155518,63171000
VISM,"Visium Technologies, Inc.",0.0230,-0.0017,-6.81%,10.827M,78.999M,63.155M,,78999000,63155000
GOED,1847 Goedeker Inc.,10.33,-0.65,-5.95%,"29,407","159,446",63.105M,,159446,63105000
NPHC,Nutra Pharma Corp.,0.0092,0.001,+12.20%,18.082M,43.482M,63.068M,,43482000,63068000
AGBA,AGBA Acquisition Limited,10.54,0.02,+0.19%,908,"26,081",62.977M,,26081,62977000
SILEF,Silver Elephant Mining Corp.,0.3130,-0.001,-0.32%,"194,995","705,935",62.785M,,705935,62785000
ARTTF,Artemis Resources Limited,0.0600,0.003,+5.26%,"20,000","101,813",62.662M,4.00,101813,62662000
PURE,"PURE Bioscience, Inc.",0.7190,-0.031,-4.13%,"6,920","70,703",62.605M,65.36,70703,62605000
HNNA,"Hennessy Advisors, Inc.",8.50,-0.07,-0.85%,"2,774","34,056",62.544M,8.96,34056,62544000
VBSCF,Vibe Growth Corporation,0.7900,0.0,0.00%,"20,800","39,964",62.529M,,39964,62529000
SSKN,"STRATA Skin Sciences, Inc.",1.8499,0.0999,+5.71%,"74,546","280,991",62.471M,,280991,62471000
NBRV,Nabriva Therapeutics plc,1.7950,0.045,+2.57%,2.632M,1.691M,62.44M,,1691000,62440000
BTZI,"BOTS, Inc.",0.1240,-0.0055,-4.25%,"919,775",5.487M,62.419M,,5487000,62419000
ADXN,Addex Therapeutics Ltd,11.02,-0.05,-0.45%,"12,062","123,250",62.373M,,123250,62373000
ZIVO,"ZIVO Bioscience, Inc.",0.1488,0.0,0.00%,"61,222","81,511",62.25M,,81511,62250000
SIF,"SIFCO Industries, Inc.",10.44,-0.04,-0.36%,"56,149","477,470",62.23M,4.51,477470,62230000
SCKT,"Socket Mobile, Inc.",8.97,0.19,+2.16%,"181,732",5.288M,62.174M,,5288000,62174000
JCS,"Communications Systems, Inc.",6.65,0.11,+1.68%,"147,618",1.577M,62.028M,40.06,1577000,62028000
BKTI,BK Technologies Corporation,4.9545,-0.4655,-8.59%,"63,440","43,180",61.991M,247.73,43180,61991000
GIFI,"Gulf Island Fabrication, Inc.",4.0450,-0.045,-1.10%,"7,544","52,538",61.991M,,52538,61991000
HNRG,Hallador Energy Company,2.0240,0.014,+0.70%,"113,589","437,028",61.96M,,437028,61960000
CBGZF,Cabral Gold Inc.,0.5000,0.04,+8.70%,"8,500","38,516",61.941M,,38516,61941000
BLPH,"Bellerophon Therapeutics, Inc.",6.52,-0.08,-1.21%,"49,555","78,421",61.926M,,78421,61926000
OCCI,"OFS Credit Company, Inc.",16.45,0.57,+3.62%,"29,225","44,595",61.775M,,44595,61775000
CLABF,Core One Labs Inc.,0.8324,0.0324,+4.05%,"20,351","81,902",61.754M,,81902,61754000
OGOFF,Organto Foods Inc.,0.2918,0.0098,+3.48%,"8,541","113,364",61.586M,,113364,61586000
NAVB,"Navidea Biopharmaceuticals, Inc.",2.2000,-0.11,-4.76%,"207,971","344,860",61.566M,,344860,61566000
GLXZ,"Galaxy Gaming, Inc.",2.8000,0.06,+2.19%,"33,573","79,193",61.501M,,79193,61501000
CRKN,Crown ElectroKinetics Corp.,4.6400,0.13,+2.88%,"118,982","152,352",61.496M,,152352,61496000
WHGOF,White Gold Corp.,0.4800,-0.009,-1.84%,"37,400","60,421",61.418M,,60421,61418000
AUSAF,Australis Capital Inc.,0.3511,-0.0104,-2.88%,"115,321","474,757",61.279M,,474757,61279000
RXMD,"Progressive Care, Inc.",0.1302,-0.0088,-6.33%,"920,000",4.424M,61.23M,,4424000,61230000
APWC,Asia Pacific Wire & Cable Corporation Limited,4.4300,0.4,+9.93%,"52,439","801,816",61.221M,86.86,801816,61221000
MMSDF,Macarthur Minerals Limited,0.4487,0.0086,+1.96%,"20,815","32,175",61.13M,,32175,61130000
MCLDF,mCloud Technologies Corp.,2.2160,0.096,+4.53%,"3,550","34,368",61.071M,,34368,61071000
YTEN,"Yield10 Bioscience, Inc.",13.25,-0.02,-0.15%,"69,590","285,725",61.011M,,285725,61011000
ETFM,FOMO Corp.,0.0130,-0.0016,-10.96%,97.294M,229.86M,60.951M,,229860000,60951000
HUGE,FSD Pharma Inc.,1.9995,0.0795,+4.14%,2.492M,2.752M,60.94M,,2752000,60940000
CRT,Cross Timbers Royalty Trust,10.14,0.47,+4.86%,"29,309","30,000",60.84M,12.52,30000,60840000
ELTP,"Elite Pharmaceuticals, Inc.",0.0601,0.0001,+0.17%,"488,187",1.695M,60.652M,8.59,1695000,60652000
RKDA,"Arcadia Biosciences, Inc.",2.8373,0.0573,+2.06%,"288,000",1.679M,60.513M,,1679000,60513000
PFIE,"Profire Energy, Inc.",1.2615,0.0815,+6.91%,"260,951","355,076",60.501M,,355076,60501000
PT,Pintec Technology Holdings Limited,1.3600,0.05,+3.82%,"264,823","987,658",60.459M,,987658,60459000
RSSS,"Research Solutions, Inc.",2.3000,0.0,0.00%,"27,965","264,551",60.439M,,264551,60439000
PTOTF,Patriot One Technologies Inc.,0.4102,-0.0023,-0.56%,"78,475","299,035",60.436M,,299035,60436000
SSVRF,Summa Silver Corp.,0.9690,0.0137,+1.43%,"67,050","69,762",60.282M,,69762,60282000
IFMK,iFresh Inc.,1.6593,0.1493,+9.89%,"725,551",1.818M,60.188M,59.26,1818000,60188000
VOC,VOC Energy Trust,3.5350,0.035,+1.00%,"152,769","163,253",60.095M,10.88,163253,60095000
IFMK,iFresh Inc.,1.6550,0.145,+9.60%,"720,032",1.818M,60.032M,59.11,1818000,60032000
KTRA,"Kintara Therapeutics, Inc.",1.9600,0.08,+4.26%,"161,175",1.155M,60.027M,,1155000,60027000
DTSRF,Ether Capital Corporation,2.5600,-0.0201,-0.78%,"35,000","127,450",60.025M,,127450,60025000
AEHR,Aehr Test Systems,2.5477,0.0977,+3.99%,"83,909","497,383",59.849M,,497383,59849000
INDO,Indonesia Energy Corporation Limited,8.07,-0.03,-0.37%,"5,536","306,206",59.782M,,306206,59782000
LGHL,Lion Group Holding Ltd.,3.0700,-0.07,-2.23%,1.497M,2.816M,59.775M,,2816000,59775000
OSSIF,OneSoft Solutions Inc.,0.5128,-0.0268,-4.97%,"6,750","125,595",59.608M,,125595,59608000
WTHVF,Westhaven Gold Corp.,0.4774,-0.0026,-0.54%,"45,800","39,728",59.54M,,39728,59540000
MKGI,"Monaker Group, Inc.",3.1700,0.34,+12.01%,"775,311","615,405",59.488M,,615405,59488000
AVLNF,Avalon Advanced Materials Inc.,0.1684,0.0045,+2.77%,"222,453",1.248M,59.474M,,1248000,59474000
TLSS,"Transportation and Logistics Systems, Inc.",0.0380,-0.002,-5.00%,5.362M,51.235M,59.447M,,51235000,59447000
BSQR,BSQUARE Corporation,4.4873,0.2473,+5.83%,"170,234",4.429M,59.389M,,4429000,59389000
SHRG,Sharing Services Global Corporation,0.2860,0.0015,+0.53%,"76,571","271,871",59.152M,13.62,271871,59152000
BBI,"Brickell Biotech, Inc.",1.1050,0.005,+0.45%,1.109M,4.04M,59.135M,,4040000,59135000
RFIL,"RF Industries, Ltd.",6.00,0.0,0.00%,"12,434","92,615",59.09M,,92615,59090000
CVSI,"CV Sciences, Inc.",0.5901,-0.0199,-3.26%,"273,086",1.358M,59.021M,,1358000,59021000
FRD,"Friedman Industries, Incorporated",8.54,0.15,+1.79%,"12,104","25,555",58.976M,,25555,58976000
NTTCF,NetCents Technology Inc.,0.7442,-0.0086,-1.14%,"19,825","120,850",58.854M,,120850,58854000
HJLI,"Hancock Jaffe Laboratories, Inc.",6.90,0.21,+3.14%,"135,030","999,316",58.675M,,999316,58675000
SNMP,Evolve Transition Infrastructure LP,1.0700,0.02,+1.90%,"173,604",1.337M,58.501M,,1337000,58501000
BENZF,Benz Mining Corp.,0.6293,-0.0084,-1.31%,829,"41,961",58.318M,,41961,58318000
NETE,"Net Element, Inc.",11.96,0.81,+7.26%,"305,028",1.777M,57.949M,,1777000,57949000
NDVAF,Indiva Limited,0.4345,0.0345,+8.62%,"153,967","317,443",57.916M,,317443,57916000
CVU,"CPI Aerostructures, Inc.",4.8399,0.0199,+0.41%,"18,584","105,706",57.843M,,105706,57843000
TANH,Tantech Holdings Ltd,1.6100,0.11,+7.33%,1.141M,3.196M,57.789M,,3196000,57789000
PIXY,"ShiftPixy, Inc.",2.7602,0.1002,+3.77%,"340,845","882,250",57.694M,,882250,57694000
MYO,"Myomo, Inc.",12.55,-0.34,-2.64%,"217,666","232,208",57.501M,,232208,57501000
LTUM,Lithium Corporation,0.6000,-0.02,-3.23%,"100,846","986,665",57.391M,,986665,57391000
PPIH,"Perma-Pipe International Holdings, Inc.",7.01,0.01,+0.14%,"5,461","30,471",57.237M,,30471,57237000
QTMM,Quantum Materials Corp.,0.0984,-0.0016,-1.58%,"939,693",2.394M,57.18M,,2394000,57180000
QTMM,Quantum Materials Corp.,0.0984,-0.0016,-1.58%,"939,693",2.394M,57.18M,,2394000,57180000
HCANF,Halo Collective Inc.,0.0750,-0.0033,-4.26%,3.528M,4.38M,57.175M,,4380000,57175000
UGEIF,UGE International Ltd.,1.8960,0.0952,+5.29%,"4,100","28,168",56.98M,,28168,56980000
XPL,Solitario Zinc Corp.,0.9760,0.0072,+0.74%,1.182M,3.971M,56.978M,,3971000,56978000
DOGZ,Dogness (International) Corporation,1.9400,0.02,+1.04%,"199,454",2.707M,56.975M,,2707000,56975000
CURR,CURE Pharmaceutical Holding Corp.,1.0700,-0.06,-5.31%,"13,150","78,348",56.958M,,78348,56958000
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,11.55,0.08,+0.68%,"13,510","34,451",56.916M,,34451,56916000
RRDMF,Royal Road Minerals Limited,0.2600,-0.0045,-1.69%,142,"69,697",56.758M,,69697,56758000
CYAP,Cyber Apps World Inc.,0.3300,-0.0007,-0.22%,"95,148","64,028",56.483M,,64028,56483000
TNGL,"Tonogold Resources, Inc.",0.2800,0.01,+3.70%,"4,000","106,238",56.469M,,106238,56469000
BVXV,BiondVax Pharmaceuticals Ltd.,4.0400,0.15,+3.86%,"81,846",1.106M,56.426M,,1106000,56426000
VIRC,Virco Mfg. Corporation,3.5400,0.01,+0.28%,"2,905","49,898",56.352M,,49898,56352000
ZLDAF,Zelira Therapeutics Limited,0.0530,0.0,0.00%,"25,000","141,604",56.35M,,141604,56350000
MJNA,"Medical Marijuana, Inc.",0.0653,-0.0005,-0.76%,15.352M,60.972M,56.315M,32.65,60972000,56315000
THRBF,Therma Bright Inc.,0.2740,-0.0011,-0.38%,"12,750","115,885",56.311M,,115885,56311000
FGB,First Trust Specialty Finance and Financial Opportunities Fund,3.9160,0.036,+0.93%,"27,521","75,750",56.264M,,75750,56264000
FGB,First Trust Specialty Finance and Financial Opportunities Fund,3.9160,0.036,+0.93%,"27,521","75,750",56.264M,,75750,56264000
IO,ION Geophysical Corporation,3.1317,0.2717,+9.50%,"527,139",1.007M,56.256M,,1006999,56256000
KIQ,Kelso Technologies Inc.,1.0200,0.1051,+11.49%,4.74M,3.397M,56.097M,30.00,3397000,56097000
AABB,"Asia Broadband, Inc.",0.1360,-0.0135,-9.03%,29.106M,91.575M,55.984M,,91575000,55984000
AMBO,Ambow Education Holding Ltd.,2.4100,0.16,+7.11%,"151,108","907,946",55.949M,9.06,907946,55949000
AMBO,Ambow Education Holding Ltd.,2.4100,0.16,+7.11%,"151,108","907,946",55.949M,9.06,907946,55949000
CTYX,"Curative Biotechnology, Inc.",0.1680,-0.012,-6.67%,1.04M,3.343M,55.944M,,3343000,55944000
CTYX,"Curative Biotechnology, Inc.",0.1680,-0.012,-6.67%,1.04M,3.343M,55.944M,,3343000,55944000
MFH,Mercurity Fintech Holding Inc.,6.65,0.12,+1.84%,"137,547","777,001",55.909M,,777001,55909000
