symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
ESI,Element Solutions Inc,18.49,0.47,2.61%,1.754M,1.988M,4.569B,60.82,1988000,4569000000
ALSN,"Allison Transmission Holdings, Inc.",40.61,0.86,2.16%,1.268M,1.134M,4.546B,15.5,1134000,4546000000
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,6.65,-0.09,-1.34%,3.076M,2.047M,4.529B,8.9,2047000,4529000000
FEYE,"FireEye, Inc.",18.98,0.18,0.96%,4.411M,9.672M,4.528B,,9672000,4528000000
CC,The Chemours Company,27.4,1.32,5.06%,2.581M,1.391M,4.526B,20.76,1391000,4526000000
SONO,"Sonos, Inc.",37.8,0.87,2.36%,4.22M,3.154M,4.526B,104.71,3154000,4526000000
BXMT,"Blackstone Mortgage Trust, Inc.",30.75,0.62,2.06%,1.446M,1.058M,4.521B,31.67,1058000,4521000000
MGNI,"Magnite, Inc.",39.1,-1.31,-3.24%,8.125M,5.959M,4.519B,,5959000,4519000000
AM,Antero Midstream Corporation,9.46,-0.05,-0.53%,6.058M,6.243M,4.512B,,6243000,4512000000
TDC,Teradata Corporation,41.31,0.81,2.00%,1.68M,2.468M,4.503B,35.61,2468000,4503000000
SANA,"Sana Biotechnology, Inc.",23.9,0.86,3.73%,"8,20,727",1.232M,4.477B,,1232000,4477000000
GPK,Graphic Packaging Holding Company,16.7,0.3,1.83%,2.169M,2.793M,4.472B,27.83,2793000,4472000000
VNET,"21Vianet Group, Inc.",33.33,0.57,1.74%,2.783M,2.285M,4.43B,43.51,2285000,4430000000
CHK,Chesapeake Energy Corporation,45.03,-1.15,-2.49%,"9,68,151",1.402M,4.409B,,1402000,4409000000
STL,Sterling Bancorp,22.76,0.68,3.08%,5.669M,3.162M,4.403B,20.32,3162000,4403000000
BE,Bloom Energy Corporation,25.61,-1,-3.76%,6.995M,5.194M,4.401B,,5194000,4401000000
WEN,The Wendy's Company,19.66,0.28,1.44%,4.736M,2.689M,4.401B,37.81,2689000,4401000000
KBR,"KBR, Inc.",31.02,0.38,1.24%,2.179M,1.293M,4.369B,,1293000,4369000000
FROG,JFrog Ltd.,47.4,0.19,0.40%,1.824M,1.358M,4.369B,,1358000,4369000000
CAR,"Avis Budget Group, Inc.",62.33,2.27,3.78%,2.837M,1.461M,4.353B,,1461000,4353000000
ARRY,"Array Technologies, Inc.",34.22,-1.33,-3.74%,2.782M,1.915M,4.346B,42.94,1915000,4346000000
VRM,"Vroom, Inc.",31.97,0.36,1.14%,10.965M,3.227M,4.335B,,3227000,4335000000
NRZ,New Residential Investment Corp.,10.4,0.08,0.78%,5.78M,4.659M,4.314B,,4659000,4314000000
SLQT,"SelectQuote, Inc.",26.48,0.96,3.76%,4.914M,1.981M,4.313B,,1981000,4313000000
GT,The Goodyear Tire & Rubber Company,18.26,0.05,0.27%,6.389M,4.319M,4.26B,,4319000,4260000000
WWE,"World Wrestling Entertainment, Inc.",54.5,1.92,3.65%,1.357M,1.247M,4.242B,34.94,1247000,4242000000
BEAM,Beam Therapeutics Inc.,72.6,-0.89,-1.21%,2.271M,1.164M,4.241B,,1164000,4240999999
KBH,KB Home,42.63,3.1,7.84%,2.498M,1.722M,4.214B,13.61,1722000,4214000000
FCEL,"FuelCell Energy, Inc.",13.05,-1.03,-7.32%,49.617M,50.025M,4.208B,,50025000,4208000000
LESL,"Leslie's, Inc.",22.51,1.58,7.55%,1.477M,1.442M,4.207B,,1442000,4207000000
REZI,"Resideo Technologies, Inc.",29.36,1.11,3.93%,2.476M,1.119M,4.203B,101.24,1119000,4203000000
CLDR,"Cloudera, Inc.",14.66,-0.3,-2.01%,5.226M,4.537M,4.203B,,4537000,4203000000
MTG,MGIC Investment Corporation,12.4,-0.04,-0.32%,4.701M,3.568M,4.201B,9.62,3568000,4200999999
TV,"Grupo Televisa, S.A.B.",7.44,0.04,0.54%,1.329M,1.335M,4.146B,13.41,1335000,4146000000
FTI,TechnipFMC plc,9.26,0.57,6.56%,8.665M,14.899M,3.967B,,14899000,3967000000
NOVA,Sunnova Energy International Inc.,36.69,-1.19,-3.14%,4.603M,2.269M,3.965B,,2269000,3965000000
APG,APi Group Corporation,19.61,0.7,3.70%,"9,71,883",1.006M,3.922B,,1006000,3922000000
TLRY,"Tilray, Inc.",21.63,-1.02,-4.50%,27.012M,40.18M,3.715B,,40180000,3715000000
URBN,"Urban Outfitters, Inc.",37.51,2.28,6.47%,2.34M,1.739M,3.669B,"3,751.00",1739000,3669000000
POSH,"Poshmark, Inc.",50,1.09,2.23%,1.381M,1.09M,3.657B,,1090000,3657000000
HRB,"H&R Block, Inc.",19.91,0.33,1.69%,1.929M,3.044M,3.652B,19.48,3044000,3652000000
DM,"Desktop Metal, Inc.",15.7,-0.73,-4.44%,6.704M,4.482M,3.638B,,4482000,3638000000
DOC,Physicians Realty Trust,17.21,0.08,0.47%,2.015M,1.742M,3.624B,54.46,1742000,3624000000
FMCKJ,Freddie Mac,5.28,0.02,0.38%,1.551M,1.046M,3.606B,480,1046000,3606000000
AG,First Majestic Silver Corp.,15.95,-0.12,-0.75%,7.928M,10.534M,3.56B,147.69,10534000,3560000000
VIAV,Viavi Solutions Inc.,15.54,0.09,0.55%,3.294M,2.013M,3.554B,121.41,2013000,3554000000
EGHT,"8x8, Inc.",32.91,-0.01,-0.03%,1.451M,2.239M,3.537B,,2239000,3537000000
ARVN,"Arvinas, Inc.",72.04,0.96,1.35%,"5,72,543",1.172M,3.521B,,1172000,3521000000
DAN,Dana Incorporated,24.33,0.89,3.80%,1.962M,1.449M,3.52B,,1449000,3520000000
NTLA,"Intellia Therapeutics, Inc.",51.81,-2.61,-4.80%,3.213M,1.78M,3.509B,,1780000,3509000000
LGF-A,Lions Gate Entertainment Corp.,17.39,0.27,1.58%,1.024M,1.211M,3.502B,,1211000,3502000000
HP,"Helmerich & Payne, Inc.",32.44,3.62,12.56%,3.577M,1.572M,3.499B,,1572000,3499000000
TMHC,Taylor Morrison Home Corporation,27.1,1.02,3.91%,1.921M,1.204M,3.491B,14.41,1204000,3491000000
UNVR,Univar Solutions Inc.,20.55,0.89,4.53%,1.182M,1.076M,3.481B,66.29,1076000,3481000000
ISBC,"Investors Bancorp, Inc.",14.05,0.32,2.33%,2.439M,4.058M,3.476B,14.95,4058000,3476000000
CMC,Commercial Metals Company,28.76,1.55,5.70%,1.898M,1.487M,3.453B,13.33,1487000,3453000000
MOMO,Momo Inc.,16.53,0.41,2.54%,4.341M,5.269M,3.45B,8.1,5269000,3450000000
IGT,International Game Technology PLC,16.79,-0.05,-0.30%,5.933M,2.588M,3.44B,,2588000,3440000000
CRON,Cronos Group Inc.,9.48,-0.16,-1.66%,5.733M,6.431M,3.435B,,6431000,3435000000
GO,Grocery Outlet Holding Corp.,36.03,0.58,1.64%,1.015M,1.004M,3.432B,"4,503.75",1004000,3432000000
SWCH,"Switch, Inc.",14.15,0.18,1.29%,4.952M,1.94M,3.414B,104.04,1940000,3414000000
TSNPD,"HUMBL, Inc.",3.5,0.35,11.11%,14.826M,28.58M,3.41B,,28580000,3410000000
EPR,EPR Properties,45.6,1.13,2.54%,"6,56,348",1.093M,3.409B,,1093000,3409000000
BZUN,Baozun Inc.,44.67,0.74,1.68%,1.324M,1.348M,3.408B,75.71,1348000,3408000000
BBBY,Bed Bath & Beyond Inc.,28.09,-0.57,-1.99%,3.69M,14.074M,3.405B,,14074000,3405000000
CIG,Companhia Energética de Minas Gerais,2.1,0.01,0.48%,6.173M,6.201M,3.401B,9.86,6201000,3401000000
IRBT,iRobot Corporation,120.5,7.89,7.01%,"7,00,564",1.136M,3.398B,23.44,1136000,3398000000
QFIN,"360 DigiTech, Inc.",22.23,-0.81,-3.52%,6.543M,2.387M,3.381B,,2387000,3381000000
BRFS,BRF S.A.,4.19,0.15,3.71%,7.102M,3.452M,3.38B,,3452000,3380000000
VSH,"Vishay Intertechnology, Inc.",23.35,0.83,3.69%,1.477M,1.082M,3.379B,27.5,1082000,3379000000
SAVE,"Spirit Airlines, Inc.",34.42,-0.44,-1.26%,6.448M,5.783M,3.366B,,5783000,3366000000
SUM,"Summit Materials, Inc.",29.18,1.12,3.99%,1.422M,1.306M,3.35B,24.32,1306000,3350000000
EBC,"Eastern Bankshares, Inc.",17.92,0.04,0.22%,"8,48,065",1.739M,3.347B,,1739000,3347000000
VRNT,Verint Systems Inc.,47.96,0.15,0.31%,"7,59,287",1.245M,3.333B,252.42,1245000,3333000000
JMIA,Jumia Technologies AG,37.33,-1.11,-2.89%,11.671M,10.497M,3.33B,,10497000,3330000000
ASB,Associated Banc-Corp,21.48,0.82,3.97%,1.251M,1.197M,3.283B,11.55,1197000,3283000000
ESRT,"Empire State Realty Trust, Inc.",11.48,-0.07,-0.61%,1.476M,1.774M,3.276B,,1774000,3276000000
EAT,"Brinker International, Inc.",71.99,1.47,2.08%,1.004M,1.137M,3.273B,712.77,1137000,3273000000
ETRN,Equitrans Midstream Corporation,7.55,0.11,1.48%,6.263M,5.678M,3.265B,7.13,5678000,3265000000
FUBO,fuboTV Inc.,29.96,-2.15,-6.70%,19.312M,24.953M,3.261B,,24953000,3261000000
ROOT,"Root, Inc.",12.95,-0.49,-3.65%,2.281M,2.334M,3.259B,,2334000,3259000000
HMSY,HMS Holdings Corp.,36.76,0.02,0.05%,1.38M,1.348M,3.258B,47.13,1348000,3258000000
RSI,"Rush Street Interactive, Inc.",15.9,-0.26,-1.61%,1.364M,1.275M,3.256B,,1275000,3256000000
SSRM,SSR Mining Inc.,14.76,0.46,3.22%,1.776M,1.902M,3.244B,16.93,1902000,3244000000
INNV,InnovAge Holding Corp.,24.08,-0.12,-0.50%,1.334M,5.107M,3.207B,,5107000,3207000000
RVLV,"Revolve Group, Inc.",44.67,2.13,5.01%,1.758M,1.219M,3.201B,,1219000,3201000000
MGY,Magnolia Oil & Gas Corporation,12.84,0.87,7.27%,4.662M,2.396M,3.192B,,2396000,3192000000
OUT,Outfront Media Inc. (REIT),21.99,0.53,2.47%,1.846M,1.679M,3.19B,,1679000,3190000000
CLOV,"Clover Health Investments, Corp.",7.84,0.55,7.54%,27.624M,17.616M,3.171B,,17616000,3171000000
RAAS,Cloopen Group Holding Limited,19.75,1.98,11.14%,2.254M,4.347M,3.157B,,4347000,3157000000
APLE,"Apple Hospitality REIT, Inc.",14.13,0.16,1.15%,2.631M,2.021M,3.154B,,2021000,3154000000
HL,Hecla Mining Company,5.89,0.18,3.13%,12.426M,11.783M,3.152B,,11783000,3152000000
CAN,Canaan Inc.,19.97,-0.65,-3.15%,14.49M,15.691M,3.129B,,15691000,3129000000
MTDR,Matador Resources Company,26.69,2.17,8.85%,3.829M,2.593M,3.116B,,2593000,3116000000
VG,Vonage Holdings Corp.,12.48,-0.21,-1.65%,4.201M,2.929M,3.109B,,2929000,3109000000
MIK,"The Michaels Companies, Inc.",21.78,-0.05,-0.23%,13.207M,6.442M,3.085B,11,6442000,3085000000
BFLY,"Butterfly Network, Inc.",16.12,0.07,0.44%,4.977M,3.156M,3.084B,,3156000,3084000000
PD,"PagerDuty, Inc.",37.6,-0.55,-1.44%,2.968M,1.4M,3.081B,,1400000,3081000000
DDD,3D Systems Corporation,24.75,-0.88,-3.43%,8.092M,13.387M,3.072B,,13387000,3072000000
EAF,GrafTech International Ltd.,11.49,0.01,0.09%,7.451M,2.825M,3.071B,7.09,2825000,3071000000
ALKS,Alkermes plc,19.28,1.07,5.88%,1.529M,1.419M,3.07B,,1419000,3070000000
CNX,CNX Resources Corporation,13.94,0.04,0.29%,3.826M,4.049M,3.063B,,4049000,3063000000
VEON,VEON Ltd.,1.75,0,0.00%,6.133M,3.694M,3.061B,,3694000,3061000000
MUR,Murphy Oil Corporation,19.89,1.06,5.63%,8.458M,4.647M,3.055B,,4647000,3055000000
PS,"Pluralsight, Inc.",20.56,-0.25,-1.20%,3.801M,2.986M,3.054B,,2986000,3054000000
AGI,Alamos Gold Inc.,7.68,0.14,1.86%,3.544M,3.248M,3.017B,20.87,3248000,3017000000
ENBL,"Enable Midstream Partners, LP",6.91,0.1,1.47%,1.781M,1.48M,3.01B,58.07,1480000,3010000000
LXP,Lexington Realty Trust,10.83,0.2,1.88%,1.738M,1.824M,3.006B,16.41,1824000,3006000000
REGI,"Renewable Energy Group, Inc.",76.27,2.41,3.26%,1.506M,1.208M,3B,27.63,1208000,3000000000
PEB,Pebblebrook Hotel Trust,22.73,0,0.00%,2.486M,1.887M,2.985B,,1887000,2985000000
AR,Antero Resources Corporation,9.88,0.06,0.61%,10.306M,10.643M,2.976B,,10643000,2976000000
BOX,"Box, Inc.",18.56,0.35,1.92%,3.212M,2.662M,2.967B,,2662000,2967000000
KTOS,"Kratos Defense & Security Solutions, Inc.",24.03,-1.06,-4.22%,3.313M,1.374M,2.967B,35.76,1374000,2967000000
CARG,"CarGurus, Inc.",25.37,0.93,3.81%,1.908M,1.409M,2.963B,37.31,1409000,2963000000
STAY,"Extended Stay America, Inc.",16.66,0.22,1.34%,1.907M,1.011M,2.958B,30.85,1010999,2958000000
CLNY,"Colony Capital, Inc.",6,0.19,3.27%,5.305M,4.552M,2.957B,,4552000,2957000000
YELP,Yelp Inc.,39.28,1.94,5.20%,1.208M,1.322M,2.943B,,1322000,2943000000
NK,"NantKwest, Inc.",26.8,1.05,4.08%,1.344M,2.467M,2.93B,,2467000,2930000000
CWH,"Camping World Holdings, Inc.",33.11,1.22,3.83%,1.551M,1.58M,2.928B,10.71,1580000,2928000000
CRSR,"Corsair Gaming, Inc.",31.84,-0.86,-2.63%,3.618M,3.447M,2.927B,,3447000,2927000000
BVN,Compañía de Minas Buenaventura S.A.A.,11.52,0.3,2.67%,"6,38,721",1.173M,2.926B,,1173000,2926000000
COMM,"CommScope Holding Company, Inc.",14.52,0.3,2.11%,2.374M,2.305M,2.916B,,2305000,2916000000
SMPL,The Simply Good Foods Company,30.33,1.39,4.80%,"5,71,367",1.049M,2.903B,49.48,1049000,2903000000
AQUA,Evoqua Water Technologies Corp.,24.18,1.11,4.81%,2.269M,1.678M,2.893B,43.96,1678000,2893000000
CNK,"Cinemark Holdings, Inc.",24.29,0.46,1.93%,4.161M,6.545M,2.88B,,6545000,2880000000
TRQ,Turquoise Hill Resources Ltd.,14.25,0.08,0.56%,1.99M,1.044M,2.866B,7.98,1044000,2866000000
AMCX,AMC Networks Inc.,69.07,0.92,1.35%,"7,75,803",1.306M,2.864B,14.89,1306000,2864000000
FRHC,Freedom Holding Corp.,49.01,-1.01,-2.02%,1.585M,1.002M,2.864B,30.84,1002000,2864000000
ADV,Advantage Solutions Inc.,9.13,0.16,1.78%,1.085M,1.059M,2.862B,,1059000,2862000000
OPK,"OPKO Health, Inc.",4.22,0.03,0.72%,10.493M,8.336M,2.828B,87.92,8336000,2828000000
SUMO,"Sumo Logic, Inc.",27.6,0.38,1.40%,1.032M,1.229M,2.824B,,1229000,2824000000
CRLBF,Cresco Labs Inc.,13.07,-0.76,-5.50%,2.634M,1.356M,2.822B,,1356000,2822000000
MARA,"Marathon Digital Holdings, Inc.",30.03,-1.98,-6.19%,24.276M,39.776M,2.821B,,39776000,2821000000
YALA,Yalla Group Limited,19.63,-0.89,-4.34%,2.364M,2.64M,2.812B,,2640000,2812000000
EDIT,"Editas Medicine, Inc.",41.63,1.27,3.15%,3.833M,3.301M,2.804B,,3301000,2804000000
TROX,Tronox Holdings plc,18.52,0.81,4.57%,3.104M,1.533M,2.793B,2.77,1533000,2793000000
DNMR,"Danimer Scientific, Inc.",32.8,-0.38,-1.15%,2.726M,2.147M,2.787B,,2147000,2787000000
SFM,"Sprouts Farmers Market, Inc.",23.62,-0.46,-1.91%,3.025M,2.564M,2.786B,9.72,2564000,2786000000
ARNC,Arconic Corporation,25.27,1.21,5.03%,1.131M,1.048M,2.78B,,1048000,2780000000
FOLD,"Amicus Therapeutics, Inc.",10.48,0.13,1.26%,4.608M,4.025M,2.77B,,4025000,2770000000
RIDE,Lordstown Motors Corp.,16.77,-1.02,-5.73%,10.07M,9.961M,2.766B,,9961000,2766000000
SITC,SITE Centers Corp.,13.25,0.21,1.61%,4.812M,1.99M,2.762B,169.87,1990000,2762000000
PSEC,Prospect Capital Corporation,7.16,-0.17,-2.39%,6.491M,2.933M,2.759B,5.94,2933000,2759000000
SIG,Signet Jewelers Limited,52.5,1.6,3.14%,"9,86,705",1.269M,2.748B,,1269000,2748000000
CIM,Chimera Investment Corporation,11.92,0.06,0.51%,2.786M,2.132M,2.748B,170.29,2132000,2748000000
BFT,Foley Trasimene Acquisition Corp. II,14.93,0.98,7.03%,12.251M,11.84M,2.738B,,11840000,2738000000
RRC,Range Resources Corporation,10.56,0.22,2.13%,6.348M,6.431M,2.731B,,6431000,2731000000
AMC,"AMC Entertainment Holdings, Inc.",8.05,0.02,0.25%,59.734M,152.195M,2.73B,,152195000,2730000000
NG,NovaGold Resources Inc.,8.27,0.09,1.10%,2.022M,1.338M,2.723B,,1338000,2723000000
RIOT,"Riot Blockchain, Inc.",40.3,-3.99,-9.01%,27.668M,33.379M,2.721B,,33378999,2721000000
TIGR,UP Fintech Holding Limited,19.3,-1.03,-5.07%,13.75M,8.21M,2.721B,371.15,8210000,2721000000
MIC,Macquarie Infrastructure Corporation,31.01,0.21,0.68%,"9,86,546",1.135M,2.71B,,1135000,2710000000
ELY,Callaway Golf Company,28.6,1.28,4.69%,2.175M,1.841M,2.695B,,1841000,2695000000
SJI,"South Jersey Industries, Inc.",26.68,1.57,6.25%,1.923M,1.023M,2.684B,16.5,1022999,2684000000
OSTK,"Overstock.com, Inc.",62.51,1.13,1.84%,2.495M,3.488M,2.679B,50.41,3488000,2679000000
SWN,Southwestern Energy Company,3.96,-0.12,-2.94%,22.444M,21.024M,2.671B,,21024000,2671000000
CADE,Cadence Bancorporation,21.33,0.49,2.35%,1.154M,1.236M,2.655B,,1236000,2655000000
SHO,"Sunstone Hotel Investors, Inc.",12.31,0.09,0.74%,2.583M,2.019M,2.654B,,2019000,2654000000
MAXR,Maxar Technologies Inc.,43.04,-0.35,-0.81%,1.834M,1.469M,2.639B,8.63,1469000,2639000000
GOEV,Canoo Inc.,11.18,-0.25,-2.19%,6.034M,5.665M,2.635B,,5665000,2635000000
TWOU,"2U, Inc.",35.54,-0.03,-0.08%,3.91M,1.47M,2.63B,,1470000,2630000000
RIG,Transocean Ltd.,4.26,0.16,3.90%,46.266M,34.57M,2.624B,,34570000,2624000000
FLR,Fluor Corporation,18.52,0.79,4.46%,3.287M,2.201M,2.607B,,2201000,2607000000
PAX,Patria Investments Limited,19.4,-0.1,-0.51%,"4,41,728",1.17M,2.593B,,1170000,2593000000
CAKE,The Cheesecake Factory Incorporated,56.12,0.42,0.75%,"9,67,338",1.087M,2.572B,,1087000,2572000000
ATI,Allegheny Technologies Incorporated,20.26,0.5,2.53%,1.173M,1.501M,2.57B,,1501000,2570000000
RLJ,RLJ Lodging Trust,15.52,0.28,1.84%,"8,49,901",1.128M,2.56B,,1128000,2560000000
HMY,Harmony Gold Mining Company Limited,4.33,0.13,3.10%,5.83M,5.684M,2.548B,,5684000,2548000000
SVMK,SVMK Inc.,17.66,-0.16,-0.87%,1.649M,1.211M,2.547B,,1211000,2547000000
GBT,"Global Blood Therapeutics, Inc.",40.96,0.62,1.54%,1.936M,1.14M,2.546B,,1140000,2546000000
HIMS,"Hims & Hers Health, Inc.",13.36,-0.2,-1.47%,3.723M,1.941M,2.537B,,1941000,2537000000
NIU,Niu Technologies,33.55,0.01,0.03%,2.702M,1.683M,2.508B,,1683000,2508000000
THNPY,Technip Energies N.V.,13.64,0.64,4.92%,1.168M,1.998M,2.507B,,1998000,2507000000
UNIT,Uniti Group Inc.,10.79,0.05,0.47%,3.212M,2.812M,2.495B,,2812000,2495000000
SRNE,"Sorrento Therapeutics, Inc.",8.88,0.07,0.79%,16.435M,18.798M,2.494B,,18798000,2494000000
PRMW,Primo Water Corporation,15.26,0.33,2.21%,1.555M,1.617M,2.446B,,1617000,2446000000
LBRT,Liberty Oilfield Services Inc.,13.62,1.2,9.66%,1.452M,1.078M,2.445B,,1078000,2445000000
ENLC,"EnLink Midstream, LLC",4.99,0.28,5.94%,3.751M,3.136M,2.445B,,3136000,2445000000
LTHM,Livent Corporation,16.7,-0.33,-1.94%,4.222M,4.002M,2.444B,,4002000,2444000000
RPAI,"Retail Properties of America, Inc.",11.34,0.3,2.72%,1.787M,1.533M,2.434B,169.25,1533000,2434000000
SI,Silvergate Capital Corporation,106.64,-10.94,-9.30%,2.404M,1.305M,2.433B,78.41,1305000,2433000000
FBP,First BanCorp.,11.13,0.18,1.64%,2.062M,1.791M,2.429B,24.25,1791000,2429000000
CYDY,CytoDyn Inc.,4.05,-0.01,-0.25%,4.604M,5.178M,2.422B,,5178000,2422000000
WW,"WW International, Inc.",35,0.9,2.64%,3.013M,2.128M,2.414B,32.71,2128000,2414000000
AVYA,Avaya Holdings Corp.,28.75,0.73,2.61%,1.378M,1.386M,2.412B,,1386000,2412000000
CSIQ,Canadian Solar Inc.,40.58,-0.88,-2.12%,3.694M,2.244M,2.396B,11.79,2244000,2396000000
BLMN,"Bloomin' Brands, Inc.",27.01,1.2,4.65%,2.851M,2.179M,2.383B,,2179000,2383000000
GSAT,"Globalstar, Inc.",1.42,0.01,0.71%,34.918M,44.819M,2.383B,,44819000,2383000000
OMI,"Owens & Minor, Inc.",32.39,2.05,6.76%,1.721M,1.49M,2.381B,68.77,1490000,2381000000
NAVI,Navient Corporation,12.88,0.26,2.06%,2.67M,2M,2.367B,6.08,2000000,2367000000
AMRN,Amarin Corporation plc,5.99,0.27,4.72%,9.497M,8.208M,2.358B,,8208000,2358000000
TPH,"Tri Pointe Homes, Inc.",19.71,1.19,6.43%,2.062M,1.801M,2.35B,9.08,1801000,2350000000
CLNE,Clean Energy Fuels Corp.,11.64,-0.56,-4.59%,10.242M,9.99M,2.308B,69.7,9990000,2308000000
YQ,17 Education & Technology Group Inc.,12.28,1.18,10.63%,1.78M,2.225M,2.307B,,2225000,2307000000
BIG,"Big Lots, Inc.",62.05,1.36,2.24%,1.953M,1.468M,2.303B,3.85,1468000,2303000000
CPG,Crescent Point Energy Corp.,4.35,0.33,8.21%,10.778M,4.445M,2.299B,,4445000,2299000000
TDS,"Telephone and Data Systems, Inc.",19.95,1.28,6.86%,1.523M,1.126M,2.282B,10.29,1126000,2282000000
VLDR,"Velodyne Lidar, Inc.",12.96,-0.57,-4.21%,7.733M,7.7M,2.28B,,7700000,2280000000
MFGP,Micro Focus International plc,6.97,0.05,0.72%,1.913M,1.168M,2.279B,,1168000,2279000000
AZUL,Azul S.A.,20.15,-0.21,-1.03%,1.987M,1.368M,2.263B,,1368000,2263000000
WBT,"Welbilt, Inc.",15.83,0.51,3.33%,1.005M,1.458M,2.242B,,1458000,2242000000
PSLV,Sprott Physical Silver Trust,9.05,-0.03,-0.33%,7.181M,6.634M,2.241B,,6634000,2241000000
FLGT,"Fulgent Genetics, Inc.",92.34,6.81,7.96%,7.432M,2.221M,2.241B,10.36,2221000,2241000000
MD,"MEDNAX, Inc.",26.04,0.62,2.44%,1.26M,1.081M,2.23B,,1081000,2230000000
GRWG,GrowGeneration Corp.,40.4,0.35,0.87%,5.067M,3.013M,2.211B,531.58,3013000,2211000000
IHRT,"iHeartMedia, Inc.",15.76,0.66,4.37%,1.026M,1.015M,2.207B,,1014999,2207000000
ASO,"Academy Sports and Outdoors, Inc.",24.54,-1.12,-4.36%,1.585M,1.465M,2.206B,,1465000,2206000000
BDN,Brandywine Realty Trust,12.93,0.27,2.13%,1.574M,1.882M,2.206B,7.31,1882000,2206000000
GLUU,Glu Mobile Inc.,12.51,0.09,0.72%,5.752M,5.181M,2.187B,104.25,5181000,2187000000
HYLN,Hyliion Holdings Corp.,12.74,-0.92,-6.73%,8.592M,8.236M,2.169B,,8236000,2169000000
DEN,Denbury Inc.,43.15,-1.13,-2.55%,"8,01,238",2.488M,2.158B,,2488000,2158000000
CDE,"Coeur Mining, Inc.",8.77,0.25,2.93%,5.674M,5.578M,2.136B,82.74,5578000,2136000000
FNMA,Federal National Mortgage Association,1.83,-0.01,-0.54%,4.729M,6.52M,2.124B,610,6520000,2124000000
PGRE,"Paramount Group, Inc.",9.69,0.14,1.47%,1.638M,1.543M,2.122B,,1543000,2122000000
EB,"Eventbrite, Inc.",22.74,-0.14,-0.61%,3.259M,1.243M,2.114B,,1243000,2113999999
MDRX,"Allscripts Healthcare Solutions, Inc.",15.09,0.11,0.73%,2.604M,1.962M,2.113B,3.43,1962000,2113000000
OIBR-C,Oi S.A.,1.78,0.18,11.25%,1.167M,1.272M,2.1B,0.06,1272000,2100000000
DRH,DiamondRock Hospitality Company,9.98,0.23,2.36%,2.863M,2.285M,2.097B,,2285000,2097000000
MAC,The Macerich Company,13.43,-0.3,-2.18%,7.877M,8.437M,2.079B,,8437000,2079000000
SBH,"Sally Beauty Holdings, Inc.",18.26,0.59,3.34%,2.265M,1.921M,2.06B,17.66,1921000,2060000000
SM,SM Energy Company,17.9,0.78,4.56%,6.691M,5.883M,2.054B,,5883000,2053999999
ETWO,"E2open Parent Holdings, Inc.",9.1,0.25,2.82%,1.807M,2.311M,2.026B,,2311000,2025999999
SVC,Service Properties Trust,12.26,0.24,2.04%,"9,38,572",1.003M,2.02B,,1002999,2020000000
PLAY,"Dave & Buster's Entertainment, Inc.",42.38,0.6,1.44%,2.919M,2.051M,2.019B,,2051000,2019000000
PRPL,"Purple Innovation, Inc.",31.18,6.81,27.94%,9.225M,1.255M,2.01B,389.75,1255000,2009999999
PBF,PBF Energy Inc.,16.73,0.42,2.58%,5.121M,6.781M,2.009B,,6781000,2009000000
OI,"O-I Glass, Inc.",12.64,0.82,6.94%,1.412M,1.04M,1.99B,8.05,1040000,1990000000
TWO,Two Harbors Investment Corp.,7.27,0.02,0.28%,4.554M,4.046M,1.99B,,4046000,1990000000
MYOV,Myovant Sciences Ltd.,21.89,0.89,4.24%,"9,79,896",1.165M,1.988B,,1165000,1988000000
EGO,Eldorado Gold Corporation,11.34,0.18,1.61%,1.839M,2.468M,1.983B,18.9,2468000,1983000000
BCRX,"BioCryst Pharmaceuticals, Inc.",11.15,0.23,2.11%,8.551M,7.516M,1.979B,,7516000,1979000000
REAL,"The RealReal, Inc.",22.01,-0.23,-1.03%,3.663M,2.913M,1.977B,,2913000,1977000000
HIMX,"Himax Technologies, Inc.",11.43,-0.17,-1.47%,5.835M,3.868M,1.968B,141.11,3868000,1968000000
MVIS,"MicroVision, Inc.",12.82,-0.43,-3.25%,19M,20.14M,1.967B,,20140000,1967000000
EQX,Equinox Gold Corp.,8.09,0.12,1.51%,1.53M,1.314M,1.961B,,1314000,1961000000
TWNK,"Hostess Brands, Inc.",14.98,0.39,2.67%,1.989M,1.787M,1.956B,29.37,1787000,1956000000
BGS,"B&G Foods, Inc.",30.07,1.87,6.63%,3.257M,2.205M,1.945B,14.74,2205000,1945000000
BNGO,"Bionano Genomics, Inc.",7.15,0.25,3.62%,59.737M,91.502M,1.944B,,91502000,1944000000
ABR,"Arbor Realty Trust, Inc.",15.68,-0.24,-1.51%,2.204M,1.35M,1.943B,11.14,1350000,1943000000
BLUE,"bluebird bio, Inc.",28.68,0.74,2.65%,1.708M,2.066M,1.926B,,2065999,1926000000
ARI,"Apollo Commercial Real Estate Finance, Inc.",13.75,0.28,2.08%,1.161M,1.049M,1.923B,"1,527.78",1049000,1923000000
JKS,"JinkoSolar Holding Co., Ltd.",42.45,1.55,3.79%,3.56M,3.457M,1.923B,32.98,3457000,1923000000
ROIC,Retail Opportunity Investments Corp.,16.27,0.18,1.12%,"7,36,325",1.07M,1.922B,59.6,1070000,1922000000
